SMILES,mol_repr,pair_repr
C/C=C/CC(=O)N[C@H]1CC[C@H](CCN2CCN(c3nccc4c3CCO4)CC2)CC1,"[-1.0059e+00 -1.9409e-01 -5.1611e-01  1.4141e+00 -2.8931e-01 -1.2480e+00
  6.4502e-01 -9.2188e-01 -2.6855e-01  6.8506e-01  1.2900e+00 -9.7510e-01
  1.6479e-01  1.2756e-01  5.0684e-01 -6.2451e-01  5.1660e-01 -2.0276e-01
  5.0195e-01  5.2441e-01 -9.0137e-01 -8.7061e-01 -1.4722e-01  1.1895e+00
 -1.6426e+00  6.7773e-01 -7.3828e-01  3.8232e-01  1.5127e+00  8.7354e-01
 -1.6434e-02 -1.9385e-01  3.9990e-01  3.1445e-01 -6.3525e-01 -1.8359e-01
  6.3770e-01 -7.9297e-01  6.4551e-01  2.9736e-01 -1.6318e+00 -1.1680e+00
  5.2100e-01  7.0947e-01 -6.5771e-01 -2.0332e+00  5.7227e-01  4.9103e-02
  5.7812e-01  2.0176e+00  6.1182e-01  2.1309e+00 -8.7109e-01  4.6460e-01
  7.0459e-01  4.1553e-01 -2.1069e-01  1.2256e+00 -1.5845e-01  1.1689e+00
  6.5967e-01  5.2783e-01  4.1351e-02 -1.4824e+00  4.6729e-01 -8.5303e-01
 -2.8735e-01  5.5078e-01 -1.3262e+00 -1.7598e+00 -4.8242e-01  7.1094e-01
 -1.6592e+00 -1.8323e-01  6.1572e-01 -4.1455e-01  7.0947e-01 -1.7734e+00
 -7.4902e-01  6.1676e-02  1.4270e-01 -1.5312e+00  1.3682e+00  7.8906e-01
 -6.1475e-01 -4.5532e-01  2.5586e-01  8.6768e-01  1.6626e-01  1.6152e+00
 -7.3682e-01 -1.6138e-01 -9.7510e-01  4.5947e-01 -9.3750e-01 -1.3955e+00
  1.0527e+00 -1.3770e-01  2.6172e-01 -2.3555e+00  1.1484e+00 -8.9697e-01
  7.7490e-01  1.2734e+00 -1.5839e-02 -3.1592e-01  3.3112e-02  1.8193e+00
  1.4600e+00 -3.1494e-01 -5.1904e-01  4.1211e-01 -7.3779e-01  9.4678e-01
  1.4053e+00 -1.1436e+00  1.0635e+00  2.1265e-01  1.8662e+00 -2.1045e-01
 -5.4004e-01 -6.6211e-01  3.6896e-02 -2.1619e-01 -1.7871e+00  3.2617e-01
 -1.5918e+00 -3.5571e-01  1.5029e+00  1.7715e+00 -1.7100e+00  1.2041e+00
  6.0547e-01  9.1919e-02  4.3164e-01  1.2295e+00  1.1865e+00  1.4658e+00
  4.9854e-01  2.1631e-01  9.6973e-01 -4.9121e-01  3.9062e-01  6.0333e-02
  1.0400e+00 -3.3984e-01 -5.2588e-01 -7.5342e-01 -2.1301e-01  1.1553e+00
 -1.8906e+00  6.9629e-01  8.7549e-01  1.4629e+00  8.7207e-01  3.4106e-01
  5.0439e-01  4.6460e-01 -3.0835e-01 -9.9792e-02 -1.4141e+00  1.1602e+00
  1.9951e+00 -6.8262e-01  8.6719e-01 -4.1992e-02  9.3604e-01 -7.1045e-01
  4.4409e-01 -5.9277e-01 -2.7100e-02  3.9551e-01  1.1885e+00 -1.2324e+00
 -7.5537e-01  5.0000e-01  1.0938e+00  2.2087e-03  3.9404e-01  5.5847e-02
  1.8701e+00  9.2285e-01  3.0347e-01  8.9941e-01 -4.1113e-01 -2.5586e+00
 -6.6895e-01  4.0845e-01  1.3501e-01 -8.5059e-01  1.3447e+00  7.2656e-01
 -1.6270e+00  2.9688e-01  1.4658e+00 -4.8859e-02  6.6895e-01  4.5074e-02
 -9.6387e-01  5.6946e-02  7.7246e-01 -8.6719e-01 -7.9102e-01 -7.6074e-01
  1.1261e-01 -1.5303e+00 -1.1377e+00 -1.2305e+00  4.2358e-01 -8.3887e-01
 -1.1562e+00 -1.4868e-01  1.2383e+00 -2.8857e-01 -4.4495e-02  3.2861e-01
 -1.2002e+00 -1.0117e+00  1.8335e-01  1.6907e-01 -6.8481e-02 -1.1191e+00
  4.8584e-01  3.6713e-02  1.2378e-01  7.3730e-01 -1.6479e-01 -4.1626e-01
 -1.1328e+00 -5.7422e-01 -9.6826e-01 -1.4734e-01 -9.5557e-01  2.7344e-02
  1.8564e+00 -5.3857e-01  3.5645e-01  1.1348e+00  5.3662e-01  7.1924e-01
 -6.1084e-01 -7.5781e-01  7.1729e-01  8.5352e-01 -1.6101e-01 -1.0950e-01
  5.3809e-01  1.0205e+00  2.3254e-01  1.3477e-01 -2.8345e-01  1.2129e+00
  9.6045e-01  1.3086e+00  1.2588e+00 -1.1055e+00  4.9561e-01  2.7954e-01
  5.2295e-01 -1.1494e+00 -1.8965e+00 -4.6899e-01 -9.9609e-01  1.1055e+00
 -1.1176e-01  1.6006e-02 -6.4270e-02  1.6016e-01  1.6953e+00  1.0527e+00
 -2.0654e-01  1.5308e-01  1.3799e+00  9.9023e-01 -1.6719e+00  1.3926e+00
 -4.0015e-01 -1.1035e+00  1.0547e+00  9.3359e-01 -1.0303e+00 -5.8643e-01
  1.0488e+00  3.8403e-01 -6.3867e-01  6.2305e-01  2.7075e-01  1.1152e+00
 -2.5293e-01 -9.0881e-02  2.5732e-01 -1.0840e+00  3.2544e-01 -5.4736e-01
  1.2803e+00 -5.0781e-01 -1.7930e+00 -1.1279e-01 -1.1523e+00  6.2158e-01
 -3.5327e-01  1.7517e-01  3.6353e-01  3.0273e+00  2.4487e-01 -1.7168e+00
 -4.6558e-01  2.1973e-01  1.3145e+00  5.8008e-01 -1.1270e+00  1.6035e+00
  6.0760e-02 -1.4482e+00 -1.4033e+00  1.0674e+00  1.4990e+00  4.2871e-01
  6.8994e-01 -6.1829e-02 -2.9565e-01 -1.6235e-01 -5.1025e-01  4.9976e-01
 -5.3125e-01  3.0981e-01 -1.4512e+00 -5.2637e-01 -2.0752e-02 -4.0552e-01
  9.9854e-01 -9.0393e-02  1.5781e+00  6.3818e-01 -8.6768e-01  9.1846e-01
  1.9775e-01 -9.5020e-01  1.0361e+00 -1.5850e+00  5.9424e-01 -1.4941e-01
  4.9414e-01  5.0049e-01  1.2256e+00 -1.8774e-01  4.3433e-01 -5.5566e-01
  8.4277e-01 -1.0229e-01  6.0303e-01 -1.1562e+00 -2.0920e-02  3.2422e-01
  7.2266e-02 -4.5000e+00 -1.8335e-01  3.1470e-01 -1.1338e+00 -2.1277e-01
 -1.4541e+00  9.5886e-02 -5.5420e-01  9.5020e-01  1.4482e+00 -1.1553e+00
 -6.0645e-01 -7.6172e-01  3.3765e-01  6.5137e-01  1.7891e+00  2.0300e-01
 -1.2939e+00 -8.0664e-01 -1.0889e+00 -1.0244e+00  1.0840e+00 -9.4824e-01
  4.3262e-01 -6.3086e-01 -1.5356e-01  3.6792e-01 -2.5527e+00  5.6738e-01
  1.4775e+00  1.9775e-01  4.2847e-01 -1.9141e+00  9.1992e-01  8.4180e-01
 -4.5923e-01 -1.9141e-01  1.0674e+00 -1.5762e+00 -3.1738e-01 -2.3730e+00
 -3.1055e-01  2.5903e-01 -6.6553e-01  1.3770e+00  5.3418e-01 -2.5604e-02
 -1.2285e+00 -1.4170e+00  4.0601e-01 -1.4702e-02 -1.2178e+00 -1.0049e+00
 -2.6807e-01  9.5215e-01  8.5010e-01  7.2510e-01  4.6094e-01  5.5664e-02
  1.2188e+00  3.6407e-02 -2.9590e-01  1.8350e+00  2.1497e-01  1.5332e+00
 -9.2188e-01 -7.7295e-01 -2.7197e-01 -4.5430e+00  5.5908e-01  5.7520e-01
  3.4644e-01 -9.4434e-01  1.1973e+00  1.7373e+00 -3.1470e-01 -2.1230e+00
 -3.5498e-01 -1.7627e-01  4.3433e-01 -1.0176e+00 -5.4150e-01 -3.8965e-01
  5.3027e-01  6.7578e-01 -1.5967e+00  5.5029e-01  8.0762e-01  2.7808e-01
 -9.5264e-01  1.2168e+00  4.8193e-01  2.4109e-01  1.9568e-01 -4.3854e-02
 -4.8193e-01  1.8203e+00 -8.9551e-01  4.4702e-01 -6.1816e-01 -4.3848e-01
 -1.3074e-01  7.4707e-01 -7.4707e-01 -5.5469e-01 -8.6768e-01  1.4915e-02
  5.1074e-01  6.8652e-01  4.4775e-01  2.4280e-01 -1.9590e+00 -1.8916e+00
 -1.1523e+00  4.3579e-01 -3.2935e-01  1.6687e-01  7.0117e-01 -2.8418e-01
  1.2490e+00 -2.0471e-01  1.1603e-01  9.6094e-01  1.3037e-01 -6.6357e-01
 -7.9041e-02  9.4238e-01  9.1992e-01  1.4990e+00  1.0537e+00  8.7842e-01
 -6.2561e-02  1.3496e+00 -1.2285e+00 -4.7144e-01  3.4424e-01 -5.8154e-01
 -1.1973e+00  6.3477e-01  3.0298e-01 -1.3105e+00 -1.1826e+00  1.1699e+00
  1.4648e-01 -6.5869e-01  2.2461e-01 -6.2549e-01 -1.8799e+00  6.3672e-01
 -4.0710e-02  6.2744e-01  1.6516e-01  9.4189e-01 -2.8105e+00 -5.8174e-03
  1.0449e+00 -1.0693e-01]","[[[ 16.78      4.438     3.938   ...   7.55      3.055    -7.258  ]
  [ -1.299    -1.261     2.762   ...   0.853    -2.258     0.4014 ]
  [ -1.086    -1.035     3.07    ...   0.9746   -1.828    -0.2798 ]
  ...
  [  0.623     2.316     3.832   ...   1.88      1.506    -2.535  ]
  [  0.4375    2.043     3.33    ...   1.608     1.1455   -2.188  ]
  [ 18.3       4.613     5.168   ...   3.812     4.223   -10.875  ]]

 [[ -0.6533   -1.917    -3.023   ...   2.66     -4.71     -0.501  ]
  [ 18.22      2.191    -2.572   ...   1.905    -2.572    -8.73   ]
  [ 18.31      2.969    -3.695   ...  -0.614    -2.406    -4.75   ]
  ...
  [  0.753    -0.4907   -3.154   ...   3.703    -2.924    -0.3547 ]
  [  1.461     0.05914  -3.182   ...   4.117    -2.365    -0.5693 ]
  [ 18.44      3.896     4.492   ...   5.93      2.902    -8.65   ]]

 [[ -1.01     -1.735    -3.086   ...   3.023    -4.42     -0.4885 ]
  [ 17.9       3.068    -4.203   ...  -0.711    -2.291    -5.117  ]
  [ 18.62      2.307    -2.027   ...   1.839    -2.492    -8.37   ]
  ...
  [  1.236     0.266    -3.676   ...   4.285    -1.665    -0.794  ]
  [  2.207     0.9033   -3.104   ...   4.633    -0.709    -1.129  ]
  [ 17.9       4.1       4.754   ...   6.125     3.27     -8.445  ]]

 ...

 [[  3.371     1.1875   -2.041   ...   5.074     2.041    -1.7705 ]
  [  0.575    -0.7427   -3.967   ...   3.744    -2.516    -0.3262 ]
  [  1.8      -0.0415   -4.38    ...   4.38     -1.65     -0.6836 ]
  ...
  [ 18.27      2.668    -3.229   ...   2.139    -2.111    -9.13   ]
  [ 18.05      2.81     -2.36    ...   4.914    -2.064    -5.305  ]
  [ 17.4       4.53      5.1     ...   5.727     3.178    -9.016  ]]

 [[  2.398     0.815    -2.895   ...   4.96      1.083    -1.561  ]
  [  1.132    -0.2378   -3.969   ...   4.25     -1.851    -0.3848 ]
  [  2.82      0.534    -4.28    ...   4.79     -0.6      -0.823  ]
  ...
  [ 17.75      2.799    -2.967   ...   4.965    -2.148    -5.23   ]
  [ 18.42      2.71     -2.662   ...   2.24     -2.252    -8.76   ]
  [ 17.16      4.395     4.766   ...   5.652     3.219    -8.77   ]]

 [[ 16.92      3.84      0.8496  ...   8.516    -0.5586   -7.113  ]
  [ -1.797    -2.174     1.381   ...   0.586    -2.424     0.8086 ]
  [ -1.557    -2.11      1.98    ...   0.756    -2.365     0.701  ]
  ...
  [ -0.38      0.9795    3.643   ...   2.188    -0.2024   -1.641  ]
  [ -0.5264    0.7085    3.2     ...   2.03     -0.637    -1.331  ]
  [ 18.67      4.24      5.582   ...   4.63      4.36    -10.96   ]]]"
CS(=O)(=O)CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1,"[-8.7842e-01 -1.9983e-01 -4.4165e-01  1.1572e+00 -2.5708e-01 -1.1289e+00
  6.8604e-01 -8.5400e-01 -2.1802e-01  7.5439e-01  1.3115e+00 -1.0049e+00
  1.7834e-01  2.6172e-01  3.5767e-01 -3.8843e-01  5.3857e-01 -2.5659e-01
  5.5273e-01  4.7388e-01 -9.6875e-01 -9.3945e-01 -1.6211e-01  1.3096e+00
 -1.7334e+00  8.0713e-01 -7.1289e-01  5.2832e-01  1.5498e+00  8.5205e-01
 -5.4718e-02 -7.5134e-02  2.8784e-01  2.5977e-01 -6.2842e-01 -1.0559e-01
  7.2559e-01 -7.2656e-01  6.9922e-01  4.2798e-01 -1.6943e+00 -1.0459e+00
  4.8340e-01  8.1543e-01 -6.3281e-01 -2.0547e+00  4.9512e-01  4.3427e-02
  3.9526e-01  2.1113e+00  3.2959e-01  2.0918e+00 -9.5068e-01  3.7109e-01
  6.7383e-01  2.9321e-01 -1.7920e-01  1.1289e+00 -2.5586e-01  1.1592e+00
  6.6406e-01  3.4326e-01  4.9553e-03 -1.5928e+00  5.8398e-01 -8.2764e-01
 -1.6235e-01  4.3530e-01 -1.2783e+00 -1.9023e+00 -3.6548e-01  7.1484e-01
 -1.5557e+00 -6.8115e-02  6.0449e-01 -4.2798e-01  6.7432e-01 -1.6904e+00
 -6.8018e-01  3.5980e-02  3.2300e-01 -1.5303e+00  1.5322e+00  8.7158e-01
 -6.2646e-01 -3.8159e-01  2.5562e-01  6.8945e-01  2.1509e-01  1.6055e+00
 -8.1641e-01 -2.8101e-01 -1.0312e+00  4.5044e-01 -9.1602e-01 -1.3945e+00
  1.0400e+00 -2.8247e-01  2.0801e-01 -2.2637e+00  1.2021e+00 -8.5059e-01
  8.3350e-01  1.2256e+00 -1.2842e-01 -2.8857e-01  1.5759e-01  1.8408e+00
  1.4854e+00 -3.1128e-01 -4.7754e-01  2.5342e-01 -7.0654e-01  8.3203e-01
  1.3740e+00 -1.1816e+00  1.0137e+00  4.1528e-01  1.8809e+00 -2.2339e-01
 -7.1729e-01 -6.9971e-01  3.0176e-01 -2.0654e-01 -1.9668e+00  3.1812e-01
 -1.6611e+00 -2.5317e-01  1.4668e+00  1.7656e+00 -1.7070e+00  1.1816e+00
  5.7764e-01  9.8938e-02  4.5068e-01  1.3291e+00  1.0381e+00  1.4004e+00
  3.9966e-01  3.3691e-01  1.1250e+00 -4.3140e-01  3.4546e-01  5.4016e-02
  1.0137e+00 -3.0811e-01 -5.2197e-01 -7.4121e-01 -2.5464e-01  1.1348e+00
 -1.9561e+00  6.4453e-01  9.3994e-01  1.4316e+00  1.0234e+00  5.4492e-01
  5.6934e-01  4.2432e-01 -4.8926e-01 -5.5122e-03 -1.2305e+00  1.2354e+00
  1.9912e+00 -8.4912e-01  9.9023e-01 -9.0393e-02  9.2529e-01 -7.6221e-01
  3.7744e-01 -5.9619e-01 -9.1003e-02  4.8730e-01  1.3535e+00 -1.1689e+00
 -8.8135e-01  5.1611e-01  8.6523e-01 -1.0223e-01  3.4082e-01  2.3083e-01
  1.9287e+00  9.7461e-01  3.2324e-01  9.0918e-01 -3.4473e-01 -2.4980e+00
 -8.2959e-01  3.1665e-01 -3.3691e-02 -7.9199e-01  1.4238e+00  7.2656e-01
 -1.3379e+00  3.4375e-01  1.3926e+00 -6.5613e-02  7.2705e-01  8.3252e-02
 -9.5166e-01  1.2311e-01  8.1641e-01 -8.1787e-01 -8.7793e-01 -7.8662e-01
  3.3081e-01 -1.3936e+00 -1.2109e+00 -1.2354e+00  3.1860e-01 -9.6729e-01
 -1.2061e+00 -1.5540e-01  1.3379e+00 -3.5522e-01 -1.9028e-02  4.7144e-01
 -9.6631e-01 -9.6240e-01  1.6589e-01  1.7090e-01 -9.2773e-02 -1.1396e+00
  4.6533e-01 -7.5806e-02  1.0077e-01  7.6758e-01 -1.3025e-01 -3.3789e-01
 -1.0928e+00 -4.4482e-01 -9.7070e-01 -1.5247e-01 -9.9023e-01  6.4819e-02
  1.8965e+00 -4.8657e-01  2.9053e-01  1.0771e+00  5.0684e-01  6.4990e-01
 -7.6074e-01 -7.3291e-01  6.0693e-01  8.7646e-01 -1.9592e-01  3.7872e-02
  4.2773e-01  1.0449e+00  2.5122e-01  2.3914e-01 -1.1847e-01  1.1230e+00
  9.5508e-01  1.2939e+00  1.3740e+00 -1.1455e+00  5.2051e-01  3.5547e-01
  5.1514e-01 -1.1172e+00 -1.5254e+00 -4.0771e-01 -8.2275e-01  1.1064e+00
 -1.2976e-01  8.2336e-02 -4.3579e-02  1.5735e-01  1.6865e+00  1.0557e+00
 -3.9380e-01  2.2644e-01  1.4688e+00  9.0918e-01 -1.5693e+00  1.3320e+00
 -3.7524e-01 -1.1250e+00  1.1201e+00  8.6035e-01 -1.0645e+00 -5.8789e-01
  9.9756e-01  3.5034e-01 -6.5234e-01  6.4746e-01  1.3184e-01  1.4277e+00
 -2.7588e-01 -2.0972e-01  2.0105e-01 -9.9219e-01  9.2224e-02 -6.5234e-01
  1.2393e+00 -6.6748e-01 -1.9678e+00  3.4790e-02 -1.1475e+00  6.7969e-01
 -4.4189e-01  1.2122e-01  3.8965e-01  3.1328e+00  2.8345e-01 -1.6689e+00
 -2.5854e-01  1.9775e-01  1.2793e+00  6.0742e-01 -1.0625e+00  1.5801e+00
  1.7664e-01 -1.3604e+00 -1.3721e+00  1.0527e+00  1.5166e+00  4.5117e-01
  6.7578e-01 -1.1725e-01 -1.6785e-01 -1.7346e-01 -5.5664e-01  3.4229e-01
 -4.4580e-01  3.4473e-01 -1.4570e+00 -5.0391e-01  2.0584e-02 -3.7280e-01
  9.5166e-01 -1.6553e-01  1.4961e+00  6.1621e-01 -9.4287e-01  8.4033e-01
  3.5718e-01 -1.0508e+00  1.0693e+00 -1.4482e+00  4.8438e-01 -1.4954e-01
  6.5186e-01  4.9951e-01  1.3018e+00 -2.8549e-02  3.0029e-01 -5.8154e-01
  7.9346e-01 -2.1436e-01  5.4150e-01 -1.1396e+00  9.9365e-02  2.8003e-01
 -1.5210e-01 -4.5156e+00 -2.1851e-01  5.9717e-01 -1.0820e+00 -2.8076e-01
 -1.3428e+00 -1.6388e-02 -4.7510e-01  1.1006e+00  1.4092e+00 -1.1465e+00
 -6.0840e-01 -7.2998e-01  7.2083e-02  5.3467e-01  1.7646e+00  2.6978e-01
 -1.2227e+00 -7.9004e-01 -1.1924e+00 -9.9707e-01  9.3164e-01 -8.9062e-01
  3.9551e-01 -5.9570e-01 -8.9539e-02  4.3848e-01 -2.7559e+00  6.1865e-01
  1.2246e+00  2.8101e-01  3.3911e-01 -1.8447e+00  7.9785e-01  7.8662e-01
 -4.9536e-01 -2.6807e-01  9.8486e-01 -1.7070e+00 -2.6514e-01 -2.4707e+00
 -4.1113e-01  3.0908e-01 -6.3770e-01  1.2656e+00  4.7632e-01  3.6163e-02
 -1.3340e+00 -1.4248e+00  4.2944e-01 -1.7712e-01 -1.2559e+00 -9.8145e-01
 -4.0845e-01  8.9941e-01  8.4570e-01  5.3027e-01  4.5825e-01 -2.5702e-04
  1.2266e+00 -4.3610e-02 -3.4229e-01  1.7920e+00  4.0234e-01  1.5645e+00
 -8.1396e-01 -7.1338e-01 -3.8281e-01 -4.6602e+00  4.3677e-01  5.3760e-01
  3.3630e-02 -9.7656e-01  1.0752e+00  1.6602e+00 -2.9077e-01 -2.1250e+00
 -3.1982e-01 -1.4331e-01  5.4053e-01 -1.0098e+00 -6.4404e-01 -4.2090e-01
  5.0293e-01  8.0518e-01 -1.6113e+00  5.0000e-01  9.7412e-01  3.7256e-01
 -8.8965e-01  1.1475e+00  3.8257e-01  4.0503e-01  4.0723e-01 -2.6596e-02
 -5.7959e-01  1.8857e+00 -8.1689e-01  4.8608e-01 -6.0547e-01 -5.0342e-01
 -2.9858e-01  9.2969e-01 -6.6113e-01 -5.6592e-01 -7.9932e-01  3.0136e-02
  4.8340e-01  6.2354e-01  3.2031e-01  5.5420e-01 -1.7803e+00 -1.8887e+00
 -1.0674e+00  4.2334e-01 -3.8428e-01  1.7493e-01  8.0908e-01 -2.4854e-01
  1.1934e+00 -1.7444e-01 -8.4534e-03  7.5244e-01  3.3130e-01 -7.9541e-01
 -3.4375e-01  8.7549e-01  7.9541e-01  1.5928e+00  1.1758e+00  6.6162e-01
 -7.6111e-02  1.4639e+00 -1.4482e+00 -4.0527e-01  2.6782e-01 -6.0449e-01
 -1.3760e+00  6.6748e-01  3.1763e-01 -1.3867e+00 -1.1592e+00  1.0566e+00
  3.2129e-01 -7.8516e-01  1.6272e-01 -5.2002e-01 -1.9453e+00  6.4355e-01
  7.4402e-02  7.3193e-01  1.2341e-01  9.0820e-01 -2.7891e+00 -1.4626e-02
  1.0273e+00  2.1582e-01]","[[[ 16.84      4.445     3.965   ...   7.51      3.08     -7.21   ]
  [ -1.331    -1.366     2.418   ...   0.8438   -2.012     0.8    ]
  [ -1.066    -1.131    -4.035   ...   2.402    -3.982    -0.87   ]
  ...
  [  1.768     2.547     3.58    ...   2.06      1.46     -3.158  ]
  [  1.569     2.428     3.352   ...   1.804     1.304    -3.33   ]
  [ 18.34      4.613     5.21    ...   3.812     4.29    -10.83   ]]

 [[ -1.079    -1.591    -2.69    ...   2.838    -4.69      0.0742 ]
  [ 18.33      2.25     -4.254   ...   2.107    -2.55     -9.13   ]
  [ 19.5       3.21      5.258   ...   0.3271   -2.559    -8.766  ]
  ...
  [  0.7056    0.3677   -4.047   ...   4.44     -1.653    -1.291  ]
  [  1.201     0.518    -3.725   ...   4.633    -1.148    -1.144  ]
  [ 18.06      4.062     5.402   ...   6.33      3.05     -8.24   ]]

 [[ -1.926    -0.3892    2.35    ...   2.846    -3.418     0.2676 ]
  [ 16.44      3.797     0.06006 ...   7.92     -1.973    -5.71   ]
  [ 17.73      4.066     4.793   ...   6.25      1.238    -9.984  ]
  ...
  [  0.7603    1.18     -3.29    ...   4.547    -1.135    -1.591  ]
  [  1.617     1.51     -3.271   ...   4.734    -0.6206   -1.924  ]
  [ 16.89      4.18      4.      ...   6.77      4.703    -6.434  ]]

 ...

 [[  3.406     1.599    -2.178   ...   5.242     2.781    -1.566  ]
  [  1.74      0.0464   -4.516   ...   4.637    -1.257    -1.115  ]
  [  3.002     0.8086   -3.758   ...   5.355    -0.1968   -1.1045 ]
  ...
  [ 17.66      2.889    -2.576   ...   2.125    -2.162    -8.73   ]
  [ 17.53      3.05     -1.846   ...   5.164    -2.057    -4.844  ]
  [ 16.39      4.598     4.617   ...   5.67      2.959    -9.086  ]]

 [[  3.06      1.437    -2.424   ...   5.3       2.438    -1.471  ]
  [  1.924     0.2446   -4.67    ...   4.793    -0.9272   -0.867  ]
  [  3.867     1.341    -3.578   ...   5.58      1.101    -1.369  ]
  ...
  [ 17.25      3.01     -2.008   ...   5.06     -1.956    -4.965  ]
  [ 18.08      2.895    -2.203   ...   2.34     -2.285    -8.6    ]
  [ 16.7       4.516     4.414   ...   5.79      3.043    -9.04   ]]

 [[ 16.92      3.842     0.8623  ...   8.55     -0.538    -7.11   ]
  [ -1.811    -2.217     1.856   ...   0.5034   -2.316     1.73   ]
  [ -2.451    -1.923    -2.885   ...   0.7256   -4.793     0.884  ]
  ...
  [  0.604     1.237     3.271   ...   2.11     -0.05774  -1.615  ]
  [  0.3135    1.1045    3.17    ...   2.031    -0.3296   -1.654  ]
  [ 18.75      4.242     5.645   ...   4.625     4.43    -10.89   ]]]"
